"logFC","logCPM","F","PValue","BH_FDR_full_transcriptome_within_cell_type_supplementary","gene_symbol","cell_type","minimum_nuclei","n_donors","n_et_donors","n_control_donors","nominal_p_lt_0_05","BH_FDR_carbonic_anhydrase_tests_within_threshold_supplementary"
0.23571910957997,6.43085544019128,1.05421355360814,0.306996280056583,0.835019680404067,"CA4","Endocytes",20,103,16,87,FALSE,0.944426194659867
0.0784536451678327,11.0467194293383,1.0220673177092,0.313892121426792,0.856296389770534,"CA10","PLI",20,105,16,89,FALSE,0.944426194659867
0.194641549614033,4.35857234494492,0.93328949400828,0.335860968982033,0.817674537816774,"CA8","Microglia",20,107,16,91,FALSE,0.944426194659867
-0.1222803722038,4.70462610352165,0.923055562139158,0.338649855206257,0.724367387455907,"CA3","Astrocytes",20,108,16,92,FALSE,0.944426194659867
0.256658344204814,6.09114846935756,0.909243279896246,0.342540887350959,0.864619798763268,"CA4","Purkinje",20,108,16,92,FALSE,0.944426194659867
0.201097983617525,4.0496822890376,0.900370057159687,0.344576930260334,0.729617829754948,"CA8","Astrocytes",20,108,16,92,FALSE,0.944426194659867
0.0732703188173156,10.865652805452,0.867502415064175,0.353581538677255,0.869580734076623,"CA10","MLI_1",20,108,16,92,FALSE,0.944426194659867
-0.12593235659962,5.47322887590967,0.860991508467079,0.354992918266496,0.872992010699931,"CA5B","PLI",20,105,16,89,FALSE,0.944426194659867
-0.0957460536319458,5.14521746060489,0.854869962713859,0.357068313273013,0.760382316242377,"CA5B","OPC",20,107,16,91,FALSE,0.944426194659867
0.191530701533052,4.15899788332493,0.844934976532038,0.359833009790196,0.738526686252314,"CA2","Oligodendrocytes",20,107,16,91,FALSE,0.944426194659867
-0.154935584969234,6.49050627778727,0.808581428914499,0.370515808235515,0.875473524335494,"CA11","Purkinje",20,108,16,92,FALSE,0.944426194659867
0.19008721678202,6.07506326870774,0.780336771165525,0.379085020299415,0.837772217112871,"CA4","Golgi",20,106,16,90,FALSE,0.944426194659867
-0.213973474312901,4.19915272667269,0.77016644503306,0.381700950070588,0.902012151691827,"CA13","MLI_2",20,104,16,88,FALSE,0.944426194659867
0.0973422322251419,5.2463758336595,0.706339651137631,0.402331699082032,0.849654704696251,"CA5B","Microglia",20,107,16,91,FALSE,0.944426194659867
0.0667665006598348,10.9299664253664,0.693795675343686,0.406501753025903,0.906696500364211,"CA10","MLI_2",20,104,16,88,FALSE,0.944426194659867
-0.132926701491913,6.46766358337534,0.688304965258414,0.40860549764975,0.667655679140833,"CA11","Bergmann",20,108,16,92,FALSE,0.944426194659867
0.170581260073508,7.03832420323138,0.685162783459066,0.409354796469593,0.81557923273089,"CA11","Pericytes",20,101,16,85,FALSE,0.944426194659867
0.197503236188331,4.23779868546846,0.680278018639768,0.411000288416794,0.873732063728762,"CA13","Endocytes",20,103,16,87,FALSE,0.944426194659867
0.151688775337686,6.61445010617563,0.645523903841608,0.423546429624786,0.881566517651034,"CA11","Endocytes",20,103,16,87,FALSE,0.952979466655768
0.0885804290027657,10.795891326025,0.60328475601503,0.438965860154741,0.887365885671873,"CA10","Endocytes",20,103,16,87,FALSE,0.962461829944263
-0.184074440522603,1.01236327846714,0.585053437151895,0.445584180529751,0.697768532492019,"CA1","Bergmann",20,108,16,92,FALSE,0.962461829944263
0.0492442773630373,10.9902815291564,0.531750622320958,0.467400902737599,0.789013898990103,"CA10","Granule",20,109,16,93,FALSE,0.975977604010638
-0.131735628132994,3.28073001965756,0.460433774209571,0.49859395353729,0.826632537137237,"CA9","Astrocytes",20,108,16,92,FALSE,0.975977604010638
-0.135470473891616,4.34108419692828,0.459990053634087,0.498779650107854,0.884630477374103,"CA13","Golgi",20,106,16,90,FALSE,0.975977604010638
